incident_id,created_date,resolved_date,status,priority,resolution_time,category_id,service_id,client_id
7572,2024-05-03 13:01:47,,Open,Medium,,2,5,28
7573,2024-04-06 09:33:01,,In Progress,Critical,,3,4,74
7574,2024-08-03 17:51:22,,Open,High,,1,2,58
7575,2024-10-06 21:10:41,,In Progress,High,,1,3,81
7576,2024-04-30 23:12:24,,Open,Medium,,1,3,70
7577,2024-02-04 21:49:00,2024-02-05 01:49:00,Closed,Critical,14400.0,4,3,5
7578,2024-09-01 05:37:37,,Open,Medium,,4,2,12
7579,2024-02-23 20:00:50,,In Progress,High,,4,2,71
7580,2024-03-12 19:51:00,,Open,High,,2,1,10
7581,2024-08-17 19:11:37,2024-08-17 23:11:37,Resolved,Critical,14400.0,1,1,41
7582,2024-09-24 18:38:10,,In Progress,Low,,4,4,35
7583,2024-05-22 09:27:32,2024-05-22 23:27:32,Closed,High,50400.0,2,5,82
7584,2024-01-13 20:30:22,2024-01-14 05:30:22,Resolved,Medium,32400.0,3,1,25
7585,2024-03-20 14:30:45,,In Progress,Critical,,1,5,12
7586,2024-04-16 01:34:25,,In Progress,Medium,,4,4,51
7587,2024-04-21 18:12:01,2024-04-24 10:12:01,Resolved,Low,230400.0,1,5,37
7588,2024-05-12 20:06:41,2024-05-13 14:06:41,Closed,High,64800.0,4,1,50
7589,2024-01-02 06:25:54,,Open,Critical,,4,3,29
7590,2024-01-07 03:20:50,2024-01-12 05:20:50,Resolved,Low,439200.0,2,2,25
7591,2024-01-17 07:53:29,,Open,High,,3,1,55
7592,2024-08-22 13:08:09,,In Progress,Critical,,3,2,16
7593,2024-10-21 03:26:37,2024-10-24 08:26:37,Closed,Low,277200.0,2,4,47
7594,2024-10-12 07:54:10,,Open,Medium,,3,4,60
7595,2024-08-04 18:00:57,2024-08-05 10:00:57,Closed,Medium,57600.0,4,5,13
7596,2024-09-01 22:15:54,,Open,High,,2,4,22
7597,2024-05-05 16:02:00,2024-05-08 20:02:00,Resolved,Low,273600.0,3,4,87
7598,2024-01-11 17:32:39,,In Progress,Critical,,2,4,61
7599,2024-04-27 18:07:55,2024-04-27 22:07:55,Resolved,Critical,14400.0,2,1,87
7600,2024-03-03 00:46:20,,In Progress,High,,2,2,22
7601,2024-06-03 22:39:42,,Open,Low,,4,2,3
7602,2024-05-01 08:14:58,2024-05-01 09:14:58,Closed,Critical,3600.0,2,1,17
7603,2024-10-07 08:15:10,,In Progress,High,,3,5,76
7604,2024-06-23 19:50:11,,In Progress,Critical,,3,1,15
7605,2024-03-06 00:16:29,2024-03-06 01:16:29,Resolved,Critical,3600.0,3,2,6
7606,2024-03-01 23:12:04,,In Progress,Critical,,3,2,88
7607,2024-01-11 20:51:18,2024-01-12 04:51:18,Closed,Medium,28800.0,3,2,62
7608,2024-10-17 09:10:17,2024-10-23 23:10:17,Resolved,Low,568800.0,2,3,25
7609,2024-05-26 09:01:05,2024-05-28 19:01:05,Closed,Medium,208800.0,4,5,91
7610,2024-04-13 15:07:01,,In Progress,Medium,,4,5,15
7611,2024-09-17 08:06:48,,In Progress,Medium,,4,3,99
7612,2024-04-20 03:08:47,2024-04-20 06:08:47,Resolved,Critical,10800.0,1,3,38
7613,2024-03-21 08:58:24,,In Progress,Critical,,2,1,51
7614,2024-10-04 13:07:18,2024-10-04 15:07:18,Resolved,Critical,7200.0,1,1,23
7615,2024-07-19 00:28:29,,In Progress,Critical,,3,2,43
7616,2024-05-11 01:06:14,2024-05-11 08:06:14,Resolved,Medium,25200.0,1,3,86
7617,2024-02-23 12:35:46,,In Progress,Medium,,2,3,13
7618,2024-02-04 02:31:49,2024-02-04 19:31:49,Closed,High,61200.0,2,4,29
7619,2024-09-26 03:59:02,2024-09-26 17:59:02,Closed,High,50400.0,4,1,10
7620,2024-02-28 23:25:16,2024-02-29 07:25:16,Closed,High,28800.0,2,4,76
7621,2024-07-03 07:00:17,,In Progress,Low,,4,2,8
7622,2024-06-14 04:50:58,,In Progress,Medium,,4,1,77
7623,2024-03-30 06:03:16,,In Progress,High,,3,5,34
7624,2024-03-28 15:18:37,,In Progress,Medium,,1,5,100
7625,2024-02-12 15:14:11,,In Progress,High,,1,4,33
7626,2024-07-05 07:27:23,,In Progress,Low,,2,1,64
7627,2024-01-14 17:03:59,,In Progress,Medium,,2,1,44
7628,2024-01-17 18:26:16,2024-01-22 09:26:16,Resolved,Low,399600.0,1,5,74
7629,2024-07-02 02:38:18,,In Progress,High,,4,2,80
7630,2024-08-03 04:45:06,,In Progress,Low,,3,4,78
7631,2024-10-20 12:56:19,2024-10-20 20:56:19,Resolved,High,28800.0,3,3,1
7632,2024-08-31 13:00:38,2024-08-31 16:00:38,Closed,Critical,10800.0,2,2,62
7633,2024-06-17 17:54:08,,In Progress,Critical,,1,1,21
7634,2024-10-24 01:29:23,,In Progress,High,,4,3,41
7635,2024-05-07 17:14:22,,In Progress,Medium,,3,2,51
7636,2024-06-27 06:05:58,2024-06-27 10:05:58,Closed,Critical,14400.0,4,3,87
7637,2024-07-14 05:58:23,2024-07-14 09:58:23,Closed,Critical,14400.0,1,5,29
7638,2024-01-05 18:49:27,2024-01-06 02:49:27,Closed,High,28800.0,2,5,12
7639,2024-01-11 17:18:51,2024-01-12 03:18:51,Closed,Medium,36000.0,3,1,64
7640,2024-03-31 21:27:27,,Open,High,,3,4,82
7641,2024-03-10 17:35:53,2024-03-10 19:35:53,Closed,Critical,7200.0,1,4,83
7642,2024-09-07 19:44:55,2024-09-11 00:44:55,Closed,Low,277200.0,1,5,93
7643,2024-06-23 17:19:37,,Open,Critical,,3,3,5
7644,2024-08-18 07:21:11,,Open,Low,,3,4,61
7645,2024-06-10 02:14:15,,In Progress,Critical,,4,4,100
7646,2024-10-15 11:46:31,2024-10-20 15:46:31,Resolved,Low,446400.0,3,3,21
7647,2024-03-26 07:59:34,2024-03-26 10:59:34,Closed,Critical,10800.0,2,4,71
7648,2024-08-15 07:19:44,,In Progress,Medium,,4,3,84
7649,2024-09-08 11:58:09,,In Progress,High,,2,1,22
7650,2024-08-21 20:19:49,,In Progress,Critical,,2,1,4
7651,2024-08-17 19:41:59,,In Progress,High,,4,4,17
7652,2024-03-21 21:47:02,,Open,Critical,,1,5,87
7653,2024-04-05 13:10:31,2024-04-12 04:10:31,Resolved,Low,572400.0,2,5,84
7654,2024-06-09 11:57:37,2024-06-14 02:57:37,Closed,Low,399600.0,1,2,12
7655,2024-07-19 03:35:10,2024-07-19 04:35:10,Resolved,Critical,3600.0,2,2,1
7656,2024-05-02 05:38:47,2024-05-05 04:38:47,Closed,Medium,255600.0,3,1,9
7657,2024-02-13 02:12:41,,Open,High,,2,3,6
7658,2024-06-02 19:24:41,2024-06-02 23:24:41,Closed,Critical,14400.0,1,5,100
7659,2024-05-16 04:14:34,,In Progress,Low,,2,2,18
7660,2024-01-23 21:34:00,,In Progress,Critical,,1,1,66
7661,2024-09-29 03:51:41,2024-09-29 07:51:41,Closed,Critical,14400.0,1,4,72
7662,2024-01-07 00:03:15,,Open,Critical,,3,5,42
7663,2024-09-17 09:31:16,,In Progress,Critical,,1,3,88
7664,2024-05-26 00:26:17,2024-05-27 05:26:17,Closed,Medium,104400.0,3,2,90
7665,2024-09-10 08:29:57,2024-09-11 21:29:57,Resolved,Medium,133200.0,4,4,47
7666,2024-09-14 19:19:18,,In Progress,Low,,2,5,57
7667,2024-08-06 14:09:53,,Open,Critical,,2,1,37
7668,2024-03-31 12:25:22,2024-04-02 21:25:22,Closed,Medium,205200.0,1,4,25
7669,2024-04-25 14:07:50,2024-04-25 20:07:50,Closed,Low,21600.0,1,3,26
7670,2024-05-24 00:01:43,,In Progress,Medium,,4,1,68
7671,2024-01-17 05:55:14,,Open,Low,,2,1,56
7672,2024-02-11 19:04:11,,In Progress,Low,,3,4,36
7673,2024-05-03 11:05:03,,Open,Critical,,3,3,47
7674,2024-01-17 09:02:24,,In Progress,Medium,,2,5,44
7675,2024-02-01 17:33:20,2024-02-01 20:33:20,Resolved,Critical,10800.0,1,4,46
7676,2024-10-11 00:35:37,2024-10-11 02:35:37,Resolved,Low,7200.0,3,4,21
7677,2024-09-19 11:59:43,,In Progress,Critical,,1,1,61
7678,2024-04-08 09:34:09,,In Progress,Critical,,3,2,35
7679,2024-04-10 12:27:30,,Open,Medium,,1,5,21
7680,2024-05-01 23:27:30,2024-05-04 20:27:30,Closed,Low,248400.0,3,2,13
7681,2024-06-29 04:08:39,2024-07-02 17:08:39,Resolved,Low,306000.0,4,5,9
7682,2024-10-04 02:38:09,2024-10-04 04:38:09,Closed,High,7200.0,1,2,80
7683,2024-06-23 14:07:27,2024-06-26 10:07:27,Closed,Medium,244800.0,4,4,80
7684,2024-05-18 00:03:29,,In Progress,High,,2,5,33
7685,2024-10-08 08:53:41,,Open,High,,2,1,54
7686,2024-05-07 14:29:27,,In Progress,Medium,,2,5,4
7687,2024-04-08 09:24:33,,In Progress,Critical,,3,5,37
7688,2024-06-05 01:59:10,2024-06-11 06:59:10,Closed,Low,536400.0,4,4,61
7689,2024-07-17 04:01:36,2024-07-17 05:01:36,Closed,Critical,3600.0,2,1,82
7690,2024-03-30 19:50:15,2024-03-30 22:50:15,Closed,Critical,10800.0,2,4,83
7691,2024-02-04 05:27:39,,In Progress,Medium,,2,5,66
7692,2024-09-11 09:15:41,2024-09-11 23:15:41,Resolved,High,50400.0,1,1,9
7693,2024-04-15 00:19:13,,In Progress,Medium,,4,2,18
7694,2024-10-17 02:18:23,,In Progress,Low,,4,4,10
7695,2024-07-08 16:35:34,,Open,Low,,2,5,40
7696,2024-02-12 14:21:39,2024-02-13 06:21:39,Closed,High,57600.0,3,1,45
7697,2024-02-22 12:18:37,2024-02-28 00:18:37,Closed,Low,475200.0,3,5,88
7698,2024-05-10 05:44:34,,In Progress,Medium,,4,4,40
7699,2024-09-05 10:39:19,,Open,Critical,,4,2,27
7700,2024-07-29 07:48:26,2024-07-29 16:48:26,Resolved,High,32400.0,4,1,97
7701,2024-09-29 00:13:34,2024-09-29 20:13:34,Resolved,High,72000.0,1,4,68
7702,2024-01-26 01:37:03,2024-01-27 14:37:03,Closed,Medium,133200.0,2,1,23
7703,2024-06-15 01:47:09,,In Progress,Low,,3,1,68
7704,2024-04-06 21:06:28,2024-04-07 20:06:28,Resolved,High,82800.0,2,5,82
7705,2024-04-05 16:24:03,2024-04-05 18:24:03,Closed,Critical,7200.0,1,3,54
7706,2024-07-28 23:09:56,2024-07-29 06:09:56,Closed,Medium,25200.0,2,1,79
7707,2024-05-16 06:08:42,,In Progress,Critical,,1,4,49
7708,2024-05-31 08:05:32,,Open,Medium,,4,5,15
7709,2024-07-21 15:33:16,2024-07-21 18:33:16,Resolved,High,10800.0,4,3,75
7710,2024-07-30 14:51:28,,In Progress,Low,,3,1,62
7711,2024-01-26 03:22:25,,In Progress,Critical,,2,5,72
7712,2024-04-28 13:09:43,2024-05-01 08:09:43,Closed,Low,241200.0,3,5,62
7713,2024-03-07 05:58:33,2024-03-12 00:58:33,Closed,Low,414000.0,3,5,83
7714,2024-03-27 07:24:19,2024-03-29 05:24:19,Resolved,Medium,165600.0,1,3,25
7715,2024-05-26 00:52:18,2024-05-26 23:52:18,Resolved,High,82800.0,3,2,99
7716,2024-05-30 23:10:34,,In Progress,Critical,,4,5,61
7717,2024-07-21 00:50:01,2024-07-22 05:50:01,Closed,Medium,104400.0,2,1,11
7718,2024-02-20 16:41:48,2024-02-22 22:41:48,Resolved,Medium,194400.0,1,2,9
7719,2024-01-12 16:07:31,2024-01-14 06:07:31,Resolved,Medium,136800.0,3,2,58
7720,2024-01-12 10:11:41,,Open,Low,,1,1,1
7721,2024-02-03 17:35:32,,Open,High,,2,3,19
7722,2024-01-30 04:12:27,2024-01-30 05:12:27,Closed,High,3600.0,4,4,69
7723,2024-07-10 15:20:45,2024-07-16 20:20:45,Resolved,Low,536400.0,2,4,35
7724,2024-01-29 14:09:58,,Open,Medium,,2,5,5
7725,2024-04-29 07:00:15,,Open,Critical,,2,2,64
7726,2024-05-24 06:11:43,,Open,High,,4,1,61
7727,2024-02-22 22:57:37,2024-02-23 02:57:37,Resolved,Critical,14400.0,1,4,80
7728,2024-07-14 00:59:06,,Open,Low,,2,1,7
7729,2024-06-24 14:52:02,,Open,Medium,,4,1,19
7730,2024-01-09 14:56:25,,In Progress,Medium,,1,5,92
7731,2024-06-02 01:54:46,,Open,Medium,,1,5,65
7732,2024-02-12 04:45:59,,In Progress,Critical,,1,2,7
7733,2024-06-24 21:05:10,,In Progress,Medium,,4,1,32
7734,2024-10-22 08:37:55,2024-10-29 04:37:55,Resolved,Low,590400.0,3,1,4
7735,2024-03-27 02:13:24,2024-03-27 09:13:24,Closed,High,25200.0,4,3,27
7736,2024-08-23 12:25:42,2024-08-24 02:25:42,Closed,High,50400.0,2,5,96
7737,2024-10-20 19:04:32,2024-10-21 08:04:32,Resolved,High,46800.0,3,5,70
7738,2024-07-07 17:32:38,,In Progress,Medium,,4,3,73
7739,2024-01-04 03:40:33,2024-01-07 14:40:33,Resolved,Low,298800.0,1,3,89
7740,2024-04-04 15:43:25,,In Progress,Low,,3,5,61
7741,2024-04-19 17:50:40,,In Progress,High,,3,2,95
7742,2024-07-05 22:12:06,,In Progress,Low,,3,3,34
7743,2024-07-29 06:33:35,,Open,High,,3,4,13
7744,2024-08-31 15:28:28,,Open,Low,,1,5,52
7745,2024-08-28 00:58:42,,In Progress,Medium,,1,4,99
7746,2024-08-31 14:57:02,,In Progress,Critical,,2,4,70
7747,2024-08-24 20:04:59,,In Progress,Critical,,4,5,54
7748,2024-03-16 20:47:47,,Open,Medium,,2,2,81
7749,2024-06-28 01:25:44,2024-06-28 05:25:44,Resolved,Critical,14400.0,3,5,45
7750,2024-06-10 06:32:15,,Open,High,,1,5,93
7751,2024-10-06 04:14:26,,In Progress,Low,,4,1,14
7752,2024-05-19 22:54:04,2024-05-20 18:54:04,Closed,High,72000.0,1,2,97
7753,2024-04-04 12:48:12,,In Progress,Medium,,1,3,52
7754,2024-03-15 03:50:07,,In Progress,Critical,,1,5,58
7755,2024-01-22 06:42:33,,Open,Medium,,4,3,18
7756,2024-02-02 21:50:04,2024-02-05 10:50:04,Resolved,Medium,219600.0,3,2,8
7757,2024-06-14 14:19:03,,Open,Critical,,4,4,39
7758,2024-02-20 06:19:18,,Open,Critical,,3,1,4
7759,2024-06-13 09:25:57,,In Progress,Critical,,1,2,20
7760,2024-01-31 15:25:57,,Open,High,,4,4,18
7761,2024-06-05 02:11:18,2024-06-05 06:11:18,Resolved,Critical,14400.0,3,1,7
7762,2024-03-07 04:18:51,2024-03-07 10:18:51,Resolved,High,21600.0,4,5,18
7763,2024-07-18 23:27:51,2024-07-21 16:27:51,Closed,Medium,234000.0,3,2,15
7764,2024-03-18 14:14:57,2024-03-19 01:14:57,Resolved,High,39600.0,2,3,30
7765,2024-01-17 00:09:45,2024-01-20 18:09:45,Resolved,Low,324000.0,1,1,50
7766,2024-10-08 22:59:03,,Open,Medium,,2,4,13
7767,2024-08-05 15:25:32,2024-08-07 22:25:32,Resolved,Medium,198000.0,1,5,2
7768,2024-03-27 13:08:13,,In Progress,High,,2,3,33
7769,2024-04-02 07:19:30,,Open,High,,1,5,5
7770,2024-02-14 12:25:46,,In Progress,Low,,1,3,71
7771,2024-06-15 22:01:52,2024-06-19 05:01:52,Closed,Low,284400.0,4,2,16
7772,2024-10-10 18:30:23,2024-10-13 15:30:23,Resolved,Medium,248400.0,4,4,66
7773,2024-05-10 06:58:39,,In Progress,Low,,2,5,75
7774,2024-01-26 01:19:08,,In Progress,Critical,,3,3,90
7775,2024-02-23 18:09:59,2024-02-25 07:09:59,Resolved,Medium,133200.0,4,1,39
7776,2024-05-04 19:20:29,,Open,High,,2,5,22
7777,2024-01-31 10:07:09,,In Progress,Critical,,4,4,28
7778,2024-05-24 18:49:26,2024-05-27 18:49:26,Closed,Low,259200.0,4,4,74
7779,2024-06-16 06:48:01,2024-06-17 13:48:01,Closed,Low,111600.0,3,3,73
7780,2024-05-19 05:23:24,2024-05-20 03:23:24,Resolved,High,79200.0,4,2,44
7781,2024-04-10 09:50:27,2024-04-12 16:50:27,Closed,Medium,198000.0,4,5,92
7782,2024-08-30 08:16:20,,In Progress,High,,4,4,57
7783,2024-01-15 22:15:45,,Open,Medium,,3,2,62
7784,2024-06-27 02:45:32,,In Progress,Medium,,2,4,70
7785,2024-04-15 17:20:24,2024-04-15 19:20:24,Resolved,Critical,7200.0,4,3,80
7786,2024-04-22 04:06:33,2024-04-22 07:06:33,Closed,Critical,10800.0,3,3,46
7787,2024-06-20 03:49:56,,In Progress,Critical,,4,3,7
7788,2024-06-25 21:34:17,2024-06-26 01:34:17,Resolved,Critical,14400.0,1,3,40
7789,2024-02-16 14:00:36,2024-02-18 12:00:36,Closed,Medium,165600.0,4,5,80
7790,2024-04-24 09:50:02,,Open,High,,1,1,47
7791,2024-05-19 15:02:17,2024-05-21 06:02:17,Resolved,Low,140400.0,1,3,30
7792,2024-07-04 23:10:14,2024-07-06 12:10:14,Resolved,Low,133200.0,4,4,44
7793,2024-06-17 09:12:10,2024-06-18 01:12:10,Closed,High,57600.0,1,3,92
7794,2024-02-15 04:30:56,2024-02-15 05:30:56,Resolved,Critical,3600.0,2,4,85
7795,2024-07-03 22:57:31,,Open,Critical,,3,1,11
7796,2024-04-21 06:58:19,2024-04-23 03:58:19,Closed,Medium,162000.0,1,2,61
7797,2024-03-02 03:02:21,,In Progress,Medium,,4,2,29
7798,2024-04-18 19:44:05,,Open,High,,3,1,7
7799,2024-05-15 23:21:07,2024-05-16 02:21:07,Resolved,Critical,10800.0,2,5,81
7800,2024-08-30 16:50:31,,In Progress,High,,4,3,53
7801,2024-03-23 06:37:48,,Open,High,,1,3,5
7802,2024-09-25 00:53:48,,In Progress,Medium,,4,3,39
7803,2024-10-19 01:35:01,2024-10-19 06:35:01,Resolved,High,18000.0,3,3,88
7804,2024-10-15 18:27:31,2024-10-16 09:27:31,Resolved,High,54000.0,3,5,84
7805,2024-05-20 21:20:18,,In Progress,Low,,4,3,35
7806,2024-01-12 07:14:51,,Open,Critical,,3,4,10
7807,2024-07-01 03:15:34,,In Progress,Medium,,1,4,21
7808,2024-10-02 03:16:10,,Open,High,,3,4,21
7809,2024-06-17 12:03:16,,In Progress,High,,4,1,63
7810,2024-01-06 18:37:25,2024-01-08 06:37:25,Closed,Low,129600.0,4,4,23
7811,2024-05-13 04:23:55,2024-05-16 03:23:55,Resolved,Medium,255600.0,4,2,13
7812,2024-01-25 06:10:16,2024-01-28 06:10:16,Closed,Low,259200.0,1,3,28
7813,2024-05-18 16:14:49,,Open,Critical,,4,4,6
7814,2024-05-28 19:21:56,,In Progress,Medium,,3,1,27
7815,2024-05-10 13:50:02,,In Progress,Medium,,2,1,18
7816,2024-03-30 21:52:13,2024-04-03 01:52:13,Closed,Low,273600.0,3,2,84
7817,2024-04-01 15:32:39,2024-04-06 01:32:39,Closed,Low,381600.0,2,1,49
7818,2024-04-18 01:34:09,2024-04-24 05:34:09,Closed,Low,532800.0,1,1,38
7819,2024-10-11 23:49:07,2024-10-12 08:49:07,Closed,High,32400.0,1,4,34
7820,2024-02-07 02:10:48,2024-02-07 17:10:48,Closed,Medium,54000.0,2,1,97
7821,2024-08-02 19:34:02,,In Progress,Critical,,3,1,29
7822,2024-06-25 07:10:58,,In Progress,Medium,,3,3,8
7823,2024-09-06 00:31:21,2024-09-06 02:31:21,Resolved,Critical,7200.0,1,2,72
7824,2024-03-25 15:22:03,,Open,Low,,4,2,60
7825,2024-05-19 02:25:26,2024-05-19 17:25:26,Closed,Medium,54000.0,2,5,58
7826,2024-05-31 02:23:46,,In Progress,Critical,,3,1,17
7827,2024-07-01 04:32:53,2024-07-01 06:32:53,Resolved,High,7200.0,1,1,8
7828,2024-09-11 08:18:54,2024-09-11 21:18:54,Closed,Medium,46800.0,1,3,90
7829,2024-01-26 04:26:41,2024-01-26 06:26:41,Closed,High,7200.0,2,2,5
7830,2024-04-25 14:03:52,2024-04-29 06:03:52,Resolved,Low,316800.0,4,2,44
7831,2024-02-05 13:56:36,2024-02-05 17:56:36,Closed,Medium,14400.0,1,2,34
7832,2024-02-26 14:01:01,,Open,High,,3,4,17
7833,2024-05-09 06:11:29,2024-05-10 06:11:29,Closed,Medium,86400.0,3,2,54
7834,2024-07-12 15:12:08,2024-07-12 17:12:08,Resolved,Critical,7200.0,3,3,57
7835,2024-02-12 07:52:44,2024-02-13 08:52:44,Closed,Low,90000.0,2,2,13
7836,2024-01-01 02:49:15,2024-01-01 03:49:15,Closed,Critical,3600.0,4,1,27
7837,2024-08-12 15:20:20,2024-08-13 06:20:20,Resolved,High,54000.0,2,5,7
7838,2024-05-06 04:32:01,,Open,Critical,,4,5,35
7839,2024-01-15 21:05:21,2024-01-17 14:05:21,Resolved,Low,147600.0,2,2,5
7840,2024-03-29 12:47:44,2024-03-29 15:47:44,Closed,Critical,10800.0,3,3,92
7841,2024-09-08 17:32:49,2024-09-10 13:32:49,Closed,Medium,158400.0,1,4,29
7842,2024-03-27 22:39:23,2024-03-28 00:39:23,Resolved,Critical,7200.0,3,2,60
7843,2024-09-14 22:33:19,2024-09-16 23:33:19,Resolved,Medium,176400.0,2,4,29
7844,2024-05-04 01:10:59,,Open,Low,,3,4,44
7845,2024-05-19 02:56:52,2024-05-19 05:56:52,Resolved,Critical,10800.0,1,4,58
7846,2024-07-12 16:21:24,,Open,Medium,,2,1,30
7847,2024-01-28 10:48:44,,In Progress,Critical,,1,3,39
7848,2024-03-14 07:40:48,2024-03-19 23:40:48,Closed,Low,489600.0,1,5,44
7849,2024-06-01 10:50:44,,In Progress,Critical,,3,5,79
7850,2024-08-26 09:07:43,,Open,Medium,,4,2,75
7851,2024-08-12 12:16:26,,Open,Low,,2,5,63
7852,2024-09-01 13:29:12,,Open,High,,3,2,72
7853,2024-01-06 00:09:27,,In Progress,High,,3,2,57
7854,2024-10-12 18:59:52,,Open,Critical,,2,3,42
7855,2024-08-01 23:40:40,,In Progress,Low,,4,5,84
7856,2024-04-07 10:18:03,2024-04-09 11:18:03,Closed,Medium,176400.0,3,1,14
7857,2024-02-17 23:46:47,,In Progress,High,,1,4,27
7858,2024-05-29 17:34:35,2024-05-30 09:34:35,Closed,Low,57600.0,1,2,35
7859,2024-08-20 05:58:51,2024-08-20 08:58:51,Closed,Critical,10800.0,4,3,42
7860,2024-03-27 07:00:54,,In Progress,Medium,,3,5,68
7861,2024-08-27 23:18:12,,In Progress,Critical,,2,4,58
7862,2024-03-16 03:35:23,2024-03-17 14:35:23,Resolved,Medium,126000.0,2,5,85
7863,2024-08-29 07:29:55,,Open,High,,3,3,47
7864,2024-03-06 01:39:20,2024-03-06 07:39:20,Resolved,Medium,21600.0,4,5,62
7865,2024-04-19 00:20:44,2024-04-19 04:20:44,Closed,Critical,14400.0,4,5,75
7866,2024-03-28 20:26:45,2024-03-31 12:26:45,Resolved,Medium,230400.0,4,2,13
7867,2024-01-08 18:59:28,,In Progress,Critical,,2,3,42
7868,2024-03-29 05:31:45,,In Progress,High,,4,2,54
7869,2024-06-28 04:32:29,2024-06-28 08:32:29,Closed,Critical,14400.0,1,2,90
7870,2024-07-17 08:54:16,,Open,Critical,,3,2,93
7871,2024-03-02 22:47:56,2024-03-04 04:47:56,Closed,Medium,108000.0,4,1,50
7872,2024-07-08 05:50:18,2024-07-08 08:50:18,Resolved,High,10800.0,1,3,53
7873,2024-04-16 12:01:44,2024-04-16 18:01:44,Closed,Medium,21600.0,4,2,54
7874,2024-02-15 21:19:27,2024-02-17 15:19:27,Resolved,Medium,151200.0,3,4,97
7875,2024-06-25 07:12:59,2024-06-25 11:12:59,Closed,High,14400.0,2,2,97
7876,2024-04-03 21:13:18,,In Progress,Low,,2,5,41
7877,2024-07-15 06:24:47,,In Progress,Medium,,3,4,85
7878,2024-08-05 01:43:19,,Open,Low,,4,2,87
7879,2024-06-29 08:12:11,2024-06-29 16:12:11,Resolved,High,28800.0,4,2,62
7880,2024-03-01 22:45:34,2024-03-02 17:45:34,Resolved,High,68400.0,1,1,3
7881,2024-09-11 17:09:47,,In Progress,Critical,,4,2,70
7882,2024-09-26 08:58:33,,In Progress,High,,3,5,96
7883,2024-04-12 15:59:11,2024-04-12 19:59:11,Resolved,Critical,14400.0,1,4,16
7884,2024-01-28 22:25:21,2024-02-04 10:25:21,Closed,Low,561600.0,2,3,31
7885,2024-01-17 23:29:15,,In Progress,Medium,,3,2,91
7886,2024-01-05 06:33:40,2024-01-05 12:33:40,Closed,High,21600.0,3,2,99
7887,2024-07-15 10:50:51,,In Progress,Low,,3,4,16
7888,2024-07-08 21:05:40,,Open,Medium,,4,1,100
7889,2024-05-18 23:00:03,,In Progress,Medium,,4,2,86
7890,2024-06-13 06:08:18,,Open,Critical,,4,4,28
7891,2024-02-05 22:43:16,,Open,High,,3,2,60
7892,2024-03-17 23:05:38,2024-03-18 02:05:38,Resolved,Critical,10800.0,3,5,39
7893,2024-06-26 23:13:26,2024-06-27 03:13:26,Closed,Medium,14400.0,2,2,23
7894,2024-08-29 07:36:14,,Open,Critical,,3,4,25
7895,2024-04-05 05:36:39,2024-04-05 07:36:39,Closed,High,7200.0,1,5,6
7896,2024-09-25 16:09:49,2024-09-29 16:09:49,Resolved,Low,345600.0,1,3,16
7897,2024-03-20 09:26:54,2024-03-22 01:26:54,Closed,Medium,144000.0,3,2,26
7898,2024-04-19 04:08:34,2024-04-19 10:08:34,Closed,High,21600.0,2,3,20
7899,2024-01-12 15:52:43,2024-01-12 18:52:43,Resolved,Critical,10800.0,2,1,8
7900,2024-06-25 02:40:01,,Open,High,,4,4,87
7901,2024-03-01 14:54:22,2024-03-04 01:54:22,Closed,Low,212400.0,4,5,81
7902,2024-07-04 09:52:55,2024-07-04 14:52:55,Closed,High,18000.0,2,1,3
7903,2024-06-23 05:33:20,2024-06-25 00:33:20,Closed,Medium,154800.0,1,3,93
7904,2024-03-15 21:07:06,,Open,Low,,2,5,15
7905,2024-07-01 05:13:29,2024-07-01 08:13:29,Resolved,Critical,10800.0,1,4,29
7906,2024-02-27 04:34:36,2024-02-27 07:34:36,Closed,Critical,10800.0,2,4,82
7907,2024-06-17 06:28:35,,In Progress,Critical,,2,1,84
7908,2024-05-07 06:18:57,,Open,Critical,,1,3,2
7909,2024-05-17 07:59:31,,In Progress,Low,,1,3,32
7910,2024-01-18 12:38:44,2024-01-24 14:38:44,Resolved,Low,525600.0,3,1,58
7911,2024-01-30 12:40:06,2024-01-31 04:40:06,Closed,Medium,57600.0,4,1,44
7912,2024-09-28 04:06:18,2024-09-30 13:06:18,Closed,Medium,205200.0,3,1,8
7913,2024-02-29 10:00:35,2024-03-02 15:00:35,Resolved,Low,190800.0,3,3,10
7914,2024-08-08 15:04:33,,Open,Low,,1,4,27
7915,2024-08-14 22:18:29,2024-08-17 13:18:29,Resolved,Low,226800.0,2,2,10
7916,2024-06-19 00:13:43,2024-06-19 02:13:43,Resolved,High,7200.0,3,1,58
7917,2024-09-26 01:18:42,2024-09-28 08:18:42,Closed,Medium,198000.0,4,4,89
7918,2024-07-14 04:07:25,,In Progress,Critical,,4,2,65
7919,2024-05-14 08:04:25,,In Progress,Medium,,1,4,39
7920,2024-09-08 19:47:23,,In Progress,Medium,,3,1,5
7921,2024-03-09 01:51:29,2024-03-13 01:51:29,Closed,Low,345600.0,3,3,8
7922,2024-03-04 13:34:01,,Open,Critical,,1,5,10
7923,2024-10-27 04:27:23,,In Progress,Critical,,4,5,70
7924,2024-06-09 00:11:53,2024-06-09 04:11:53,Closed,Critical,14400.0,2,4,76
7925,2024-06-10 06:13:16,,In Progress,Critical,,4,5,13
